gene_id,renum,From,Species,Gene Name,Score,AP,layer,connected component changes,LCC changes
10320,835,IKZF1,Homo sapiens,IKAROS family zinc finger 1(IKZF1),0.19591105,10320,2,1,0.001077005923532548
29883,1587,CNOT7,Homo sapiens,CCR4-NOT transcription complex subunit 7(CNOT7),0.19519921,29883,5,1,0.003389830508474523
3690,1331,ITGB3,Homo sapiens,integrin subunit beta 3(ITGB3),0.19413421,3690,8,1,0.003992015968063867
23095,2065,KIF1B,Homo sapiens,kinesin family member 1B(KIF1B),0.19236611,23095,6,1,0.002721088435374108
23235,2136,SIK2,Homo sapiens,salt inducible kinase 2(SIK2),0.19130856,23235,1,1,0.001616161616161627
7465,2358,WEE1,Homo sapiens,WEE1 G2 checkpoint kinase(WEE1),0.18885422,7465,10,2,0.02553191489361706
1605,612,DAG1,Homo sapiens,dystroglycan 1(DAG1),0.18745873,1605,3,1,0.001410437235543016
9577,497,BABAM2,Homo sapiens,BRISC and BRCA1 A complex member 2(BABAM2),0.18676244,9577,4,1,0.001809954751131215
9771,600,RAPGEF5,Homo sapiens,Rap guanine nucleotide exchange factor 5(RAPGEF5),0.18537408,9771,3,1,0.001410437235543016
51663,1000,ZFR,Homo sapiens,zinc finger RNA binding protein(ZFR),0.18433597,51663,6,1,0.002721088435374108
163,71,AP2B1,Homo sapiens,adaptor related protein complex 2 subunit beta 1(AP2B1),0.18364551,163,3,1,0.001410437235543016
113174,2047,SAAL1,Homo sapiens,serum amyloid A like 1(SAAL1),0.18295635,113174,4,1,0.001809954751131215
9046,326,DOK2,Homo sapiens,docking protein 2(DOK2),0.18192504,9046,4,1,0.001809954751131215
94,29,ACVRL1,Homo sapiens,activin A receptor like type 1(ACVRL1),0.180213,94,1,1,0.0008080808080808133
5087,1534,PBX1,Homo sapiens,PBX homeobox 1(PBX1),0.17953032,5087,9,1,0.007751937984496138
9183,386,ZW10,Homo sapiens,zw10 kinetochore protein(ZW10),0.17850906,9183,2,1,0.001615508885298822
23765,2326,IL17RA,Homo sapiens,interleukin 17 receptor A(IL17RA),0.17749071,23765,8,2,0.009980039920159722
51363,879,CHST15,Homo sapiens,carbohydrate sulfotransferase 15(CHST15),0.1771518,51363,3,1,0.001410437235543016
91369,457,ANKRD40,Homo sapiens,ankyrin repeat domain 40(ANKRD40),0.17613702,91369,3,1,0.001410437235543016
9392,439,TGFBRAP1,Homo sapiens,transforming growth factor beta receptor associated protein 1(TGFBRAP1),0.17546211,9392,5,1,0.002259887005649719
9414,442,TJP2,Homo sapiens,tight junction protein 2(TJP2),0.17478851,9414,9,1,0.005167958656330796
8295,33,TRRAP,Homo sapiens,transformation/transcription domain associated protein(TRRAP),0.17411619,8295,4,1,0.001809954751131215
10049,726,DNAJB6,Homo sapiens,DnaJ heat shock protein family (Hsp40) member B6(DNAJB6),0.17311048,10049,10,1,0.008510638297872353
11328,1238,FKBP9,Homo sapiens,FKBP prolyl isomerase 9(FKBP9),0.17277579,11328,7,1,0.004942339373970372
8473,127,OGT,Homo sapiens,O-linked N-acetylglucosamine (GlcNAc) transferase(OGT),0.17177396,8473,2,1,0.001077005923532548
4772,1487,NFATC1,Homo sapiens,nuclear factor of activated T cells 1(NFATC1),0.17110748,4772,2,1,0.001077005923532548
2158,855,F9,Homo sapiens,coagulation factor IX(F9),0.1704423,2158,6,1,0.002721088435374108
7097,2256,TLR2,Homo sapiens,toll like receptor 2(TLR2),0.16944696,7097,8,1,0.003992015968063867
79869,1816,CPSF7,Homo sapiens,cleavage and polyadenylation specific factor 7(CPSF7),0.16713712,79869,5,1,0.003389830508474523
2243,898,FGA,Homo sapiens,fibrinogen alpha chain(FGA),0.16582393,2243,9,1,0.007751937984496138
160364,1480,CLEC12A,Homo sapiens,C-type lectin domain family 12 member A(CLEC12A),0.16484252,160364,6,1,0.002721088435374108
115572,341,TENT5B,Homo sapiens,terminal nucleotidyltransferase 5B(TENT5B),0.16353904,115572,3,1,0.001410437235543016
6801,2108,STRN,Homo sapiens,striatin(STRN),0.16256411,6801,3,1,0.001410437235543016
11198,1185,SUPT16H,Homo sapiens,"SPT16 homolog, facilitates chromatin remodeling subunit(SUPT16H)",0.16030256,11198,5,1,0.002259887005649719
3476,1280,IGBP1,Homo sapiens,immunoglobulin binding protein 1(IGBP1),0.15901723,3476,11,2,0.03305785123966942
25831,456,HECTD1,Homo sapiens,HECT domain E3 ubiquitin protein ligase 1(HECTD1),0.15869646,25831,7,1,0.003294892915980285
3059,1200,HCLS1,Homo sapiens,hematopoietic cell-specific Lyn substrate 1(HCLS1),0.15773611,3059,8,1,0.003992015968063867
65986,195,ZBTB10,Homo sapiens,zinc finger and BTB domain containing 10(ZBTB10),0.1570975,65986,11,1,0.0
8604,185,SLC25A12,Homo sapiens,solute carrier family 25 member 12(SLC25A12),0.15646018,8604,9,1,0.007751937984496138
79913,1826,ACTR5,Homo sapiens,actin related protein 5(ACTR5),0.15424107,79913,3,1,0.001410437235543016
7430,2339,EZR,Homo sapiens,ezrin(EZR),0.15235244,7430,1,1,0.0008080808080808133
5903,1747,RANBP2,Homo sapiens,RAN binding protein 2(RANBP2),0.15172484,5903,3,1,0.001410437235543016
9734,578,HDAC9,Homo sapiens,histone deacetylase 9(HDAC9),0.15078587,9734,6,1,0.002721088435374108
6293,1854,VPS52,Homo sapiens,VPS52 subunit of GARP complex(VPS52),0.14676335,6293,9,1,0.005167958656330796
5156,1545,PDGFRA,Homo sapiens,platelet derived growth factor receptor alpha(PDGFRA),0.14584026,5156,11,1,0.0
2114,828,ETS2,Homo sapiens,"ETS proto-oncogene 2, transcription factor(ETS2)",0.14400412,2114,3,1,0.001410437235543016
8905,1368,AP1S2,Homo sapiens,adaptor related protein complex 1 subunit sigma 2(AP1S2),0.14339402,8905,2,1,0.001077005923532548
6097,1803,RORC,Homo sapiens,RAR related orphan receptor C(RORC),0.1424813,6097,10,1,0.008510638297872353
1107,410,CHD3,Homo sapiens,chromodomain helicase DNA binding protein 3(CHD3),0.14187444,1107,3,1,0.001410437235543016
11214,1187,AKAP13,Homo sapiens,A-kinase anchoring protein 13(AKAP13),0.14096657,11214,10,1,0.01276595744680853
8428,107,STK24,Homo sapiens,serine/threonine kinase 24(STK24),0.1406646,8428,1,1,0.0008080808080808133
673,267,BRAF,Homo sapiens,"B-Raf proto-oncogene, serine/threonine kinase(BRAF)",0.14006163,673,5,1,0.003389830508474523
8563,168,THOC5,Homo sapiens,THO complex subunit 5(THOC5),0.13976062,8563,7,1,0.003294892915980285
3684,1328,ITGAM,Homo sapiens,integrin subunit alpha M(ITGAM),0.13826242,3684,9,1,0.01033591731266148
55041,1745,PLEKHB2,Homo sapiens,pleckstrin homology domain containing B2(PLEKHB2),0.13706847,55041,7,1,0.00658978583196046
92595,991,ZNF764,Homo sapiens,zinc finger protein 764(ZNF764),0.13588034,92595,3,1,0.001410437235543016
55422,1846,ZNF331,Homo sapiens,zinc finger protein 331(ZNF331),0.13528773,55422,8,1,0.003992015968063867
57506,70,MAVS,Homo sapiens,mitochondrial antiviral signaling protein(MAVS),0.13440158,57506,9,2,0.02325581395348841
79443,1687,FYCO1,Homo sapiens,FYVE and coiled-coil domain autophagy adaptor 1(FYCO1),0.13060262,79443,4,1,0.003619909502262431
342371,1916,ATXN1L,Homo sapiens,ataxin 1 like(ATXN1L),0.12800766,342371,9,1,0.005167958656330796
3108,1223,HLA-DMA,Homo sapiens,"major histocompatibility complex, class II, DM alpha(HLA-DMA)",0.12771994,3108,2,1,0.001077005923532548
23413,2227,NCS1,Homo sapiens,neuronal calcium sensor 1(NCS1),0.12657329,23413,2,1,0.001077005923532548
5797,1717,PTPRM,Homo sapiens,protein tyrosine phosphatase receptor type M(PTPRM),0.12571597,5797,6,1,0.002721088435374108
2769,1106,GNA15,Homo sapiens,G protein subunit alpha 15(GNA15),0.12486157,2769,1,1,0.0008080808080808133
6654,2028,SOS1,Homo sapiens,SOS Ras/Rac guanine nucleotide exchange factor 1(SOS1),0.12401008,6654,6,1,0.002721088435374108
8021,2462,NUP214,Homo sapiens,nucleoporin 214(NUP214),0.12316151,8021,4,1,0.001809954751131215
57599,116,WDR48,Homo sapiens,WD repeat domain 48(WDR48),0.12091583,57599,2,1,0.001077005923532548
10020,715,GNE,Homo sapiens,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase(GNE),0.11924429,10020,8,1,0.003992015968063867
6232,1836,RPS27,Homo sapiens,ribosomal protein S27(RPS27),0.11786014,6232,4,1,0.002714932126696823
5105,1538,PCK1,Homo sapiens,phosphoenolpyruvate carboxykinase 1(PCK1),0.11730836,5105,4,1,0.001809954751131215
55715,1964,DOK4,Homo sapiens,docking protein 4(DOK4),0.11648344,55715,4,1,0.001809954751131215
6749,2081,SSRP1,Homo sapiens,structure specific recognition protein 1(SSRP1),0.11484236,6749,9,1,0.007751937984496138
85021,1222,REPS1,Homo sapiens,RALBP1 associated Eps domain containing 1(REPS1),0.11402619,85021,9,1,0.005167958656330796
9631,520,NUP155,Homo sapiens,nucleoporin 155(NUP155),0.11213302,9631,13,2,0.2666666666666667
112616,1811,CMTM7,Homo sapiens,CKLF like MARVEL transmembrane domain containing 7(CMTM7),0.1110583,112616,1,1,0.0008080808080808133
200734,1414,SPRED2,Homo sapiens,sprouty related EVH1 domain containing 2(SPRED2),0.11025541,200734,7,1,0.003294892915980285
4719,1481,NDUFS1,Homo sapiens,NADH:ubiquinone oxidoreductase core subunit S1(NDUFS1),0.10945577,4719,5,1,0.002259887005649719
1759,684,DNM1,Homo sapiens,dynamin 1(DNM1),0.10865904,1759,6,2,0.004081632653061273
51386,895,EIF3L,Homo sapiens,eukaryotic translation initiation factor 3 subunit L(EIF3L),0.1078649,51386,5,1,0.002259887005649719
22861,1903,NLRP1,Homo sapiens,NLR family pyrin domain containing 1(NLRP1),0.10654879,22861,1,1,0.0008080808080808133
3423,1273,IDS,Homo sapiens,iduronate 2-sulfatase(IDS),0.10471978,3423,7,1,0.008237232289950547
8560,167,DEGS1,Homo sapiens,"delta 4-desaturase, sphingolipid 1(DEGS1)",0.10342409,8560,1,1,0.0008080808080808133
57539,86,WDR35,Homo sapiens,WD repeat domain 35(WDR35),0.1029073,57539,5,1,0.003389830508474523
6634,2012,SNRPD3,Homo sapiens,small nuclear ribonucleoprotein D3 polypeptide(SNRPD3),0.10187858,6634,4,1,0.001809954751131215
914,350,CD2,Homo sapiens,CD2 molecule(CD2),0.10136568,914,3,1,0.001410437235543016
22895,1926,RPH3A,Homo sapiens,rabphilin 3A(RPH3A),0.10059876,22895,2,1,0.001077005923532548
54778,1667,RNF111,Homo sapiens,ring finger protein 111(RNF111),0.09983476,54778,2,1,0.001077005923532548
667,264,DST,Homo sapiens,dystonin(DST),0.09856887,667,7,1,0.003294892915980285
3034,1194,HAL,Homo sapiens,histidine ammonia-lyase(HAL),0.09680952,3034,5,1,0.002259887005649719
89970,2470,RSPRY1,Homo sapiens,ring finger and SPRY domain containing 1(RSPRY1),0.09531488,89970,5,2,0.003389830508474523
1951,755,CELSR3,Homo sapiens,cadherin EGF LAG seven-pass G-type receptor 3(CELSR3),0.09309966,1951,4,1,0.001809954751131215
10040,724,TOM1L1,Homo sapiens,target of myb1 like 1 membrane trafficking protein(TOM1L1),0.09236514,10040,3,2,0.002115655853314524
9475,466,ROCK2,Homo sapiens,Rho associated coiled-coil containing protein kinase 2(ROCK2),0.09187687,9475,5,1,0.002259887005649719
56888,2396,KCMF1,Homo sapiens,potassium channel modulatory factor 1(KCMF1),0.08946076,56888,11,1,0.01652892561983466
3752,1349,KCND3,Homo sapiens,potassium voltage-gated channel subfamily D member 3(KCND3),0.08898026,3752,8,1,0.003992015968063867
6637,2015,SNRPG,Homo sapiens,small nuclear ribonucleoprotein polypeptide G(SNRPG),0.08802412,6637,7,1,0.003294892915980285
7851,2425,MALL,Homo sapiens,"mal, T cell differentiation protein like(MALL)",0.08754751,7851,3,1,0.001410437235543016
51729,1026,WBP11,Homo sapiens,WW domain binding protein 11(WBP11),0.08612739,51729,3,1,0.002820874471086032
7109,2264,TRAPPC10,Homo sapiens,trafficking protein particle complex subunit 10(TRAPPC10),0.08518681,7109,4,2,0.003619909502262431
5899,1746,RALB,Homo sapiens,RAS like proto-oncogene B(RALB),0.0833241,5899,9,2,0.01291989664082682
55114,1765,ARHGAP17,Homo sapiens,Rho GTPase activating protein 17(ARHGAP17),0.08309211,55114,6,1,0.002721088435374108
130507,2382,UBR3,Homo sapiens,ubiquitin protein ligase E3 component n-recognin 3(UBR3),0.08239809,130507,8,1,0.005988023952095856
1729,669,DIAPH1,Homo sapiens,diaphanous related formin 1(DIAPH1),0.08170731,1729,5,1,0.002259887005649719
22924,1947,MAPRE3,Homo sapiens,microtubule associated protein RP/EB family member 3(MAPRE3),0.08101913,22924,9,1,0.007751937984496138
2581,1029,GALC,Homo sapiens,galactosylceramidase(GALC),0.07988057,2581,10,1,0.02553191489361706
26092,568,TOR1AIP1,Homo sapiens,torsin 1A interacting protein 1(TOR1AIP1),0.07740323,26092,4,1,0.001809954751131215
55198,1786,APPL2,Homo sapiens,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2(APPL2)",0.07651189,55198,2,1,0.001077005923532548
1659,641,DHX8,Homo sapiens,DEAH-box helicase 8(DHX8),0.07584606,1659,9,1,0.005167958656330796
6709,2063,SPTAN1,Homo sapiens,"spectrin alpha, non-erythrocytic 1(SPTAN1)",0.07540379,6709,12,2,0.06896551724137934
51225,814,ABI3,Homo sapiens,ABI family member 3(ABI3),0.07474314,51225,8,1,0.003992015968063867
26999,971,CYFIP2,Homo sapiens,cytoplasmic FMR1 interacting protein 2(CYFIP2),0.07386671,26999,6,1,0.002721088435374108
10594,965,PRPF8,Homo sapiens,pre-mRNA processing factor 8(PRPF8),0.07321287,10594,8,2,0.005988023952095856
4155,1421,MBP,Homo sapiens,myelin basic protein(MBP),0.07256162,4155,9,1,0.005167958656330796
1893,734,ECM1,Homo sapiens,extracellular matrix protein 1(ECM1),0.07212907,1893,9,1,0.01033591731266148
3115,1228,HLA-DPB1,Homo sapiens,"major histocompatibility complex, class II, DP beta 1(HLA-DPB1)",0.07191328,3115,2,1,0.001077005923532548
2760,1101,GM2A,Homo sapiens,ganglioside GM2 activator(GM2A),0.07084018,2760,7,1,0.003294892915980285
55536,1871,CDCA7L,Homo sapiens,cell division cycle associated 7 like(CDCA7L),0.067894,55536,11,1,0.0
10114,740,HIPK3,Homo sapiens,homeodomain interacting protein kinase 3(HIPK3),0.06768469,10114,10,1,0.01702127659574471
10891,1084,PPARGC1A,Homo sapiens,PPARG coactivator 1 alpha(PPARGC1A),0.06623185,10891,11,1,0.01652892561983466
5588,1661,PRKCQ,Homo sapiens,protein kinase C theta(PRKCQ),0.06581874,5588,9,2,0.007751937984496138
5356,1611,PLRG1,Homo sapiens,pleiotropic regulator 1(PLRG1),0.06561268,5356,6,1,0.002721088435374108
27131,1022,SNX5,Homo sapiens,sorting nexin 5(SNX5),0.06520152,27131,11,1,0.02479338842975209
7805,2415,LAPTM5,Homo sapiens,lysosomal protein transmembrane 5(LAPTM5),0.06397775,7805,1,1,0.0008080808080808133
506,219,ATP5F1B,Homo sapiens,ATP synthase F1 subunit beta(ATP5F1B),0.06216235,506,7,1,0.003294892915980285
57510,74,XPO5,Homo sapiens,exportin 5(XPO5),0.0617622,57510,12,1,0.03448275862068961
712,277,C1QA,Homo sapiens,complement C1q A chain(C1QA),0.05901302,712,3,1,0.001410437235543016
9265,404,CYTH3,Homo sapiens,cytohesin 3(CYTH3),0.05765932,9265,1,1,0.0008080808080808133
84197,923,POMK,Homo sapiens,protein O-mannose kinase(POMK),0.05669897,84197,3,1,0.001410437235543016
8658,202,TNKS,Homo sapiens,tankyrase(TNKS),0.05499503,8658,6,1,0.002721088435374108
57381,20,RHOJ,Homo sapiens,ras homolog family member J(RHOJ),0.04745867,57381,4,1,0.002714932126696823
23326,2175,USP22,Homo sapiens,ubiquitin specific peptidase 22(USP22),0.04624721,23326,9,1,0.005167958656330796
5469,1636,MED1,Homo sapiens,mediator complex subunit 1(MED1),0.04573237,5469,12,2,0.103448275862069
7170,2285,TPM3,Homo sapiens,tropomyosin 3(TPM3),0.04522011,7170,10,1,0.008510638297872353
23209,2124,MLC1,Homo sapiens,modulator of VRAC current 1(MLC1),0.04512032,23209,7,1,0.003294892915980285
8880,269,FUBP1,Homo sapiens,far upstream element binding protein 1(FUBP1),0.04461131,8880,2,1,0.001077005923532548
3002,1183,GZMB,Homo sapiens,granzyme B(GZMB),0.04410489,3002,10,1,0.008510638297872353
221184,0,CPNE2,Homo sapiens,copine 2(CPNE2),0.04376889,221184,5,1,0.002259887005649719
5604,1664,MAP2K1,Homo sapiens,mitogen-activated protein kinase kinase 1(MAP2K1),0.04227685,5604,11,2,0.03305785123966942
7511,2363,XPNPEP1,Homo sapiens,X-prolyl aminopeptidase 1(XPNPEP1),0.04065067,7511,8,2,0.007984031936127733
3812,1361,KIR3DL2,Homo sapiens,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2(KIR3DL2)",0.04032828,3812,7,1,0.004942339373970372
23450,2239,SF3B3,Homo sapiens,splicing factor 3b subunit 3(SF3B3),0.04000719,23450,9,1,0.005167958656330796
23133,2082,PHF8,Homo sapiens,PHD finger protein 8(PHF8),0.0396874,23133,11,2,0.0826446280991735
323,146,APBB2,Homo sapiens,amyloid beta precursor protein binding family B member 2(APBB2),0.03842605,323,6,1,0.002721088435374108
9777,603,TM9SF4,Homo sapiens,transmembrane 9 superfamily member 4(TM9SF4),0.03795656,9777,9,1,0.01033591731266148
5880,1741,RAC2,Homo sapiens,Rac family small GTPase 2(RAC2),0.03672567,5880,8,1,0.003992015968063867
83892,768,KCTD10,Homo sapiens,potassium channel tetramerization domain containing 10(KCTD10),0.03663592,83892,2,1,0.001077005923532548
948,368,CD36,Homo sapiens,CD36 molecule (CD36 blood group)(CD36),0.03555569,948,9,1,0.007751937984496138
6907,2156,TBL1X,Homo sapiens,transducin beta like 1 X-linked(TBL1X),0.03555115,6907,8,1,0.005988023952095856
2065,808,ERBB3,Homo sapiens,erb-b2 receptor tyrosine kinase 3(ERBB3),0.0352495,2065,7,1,0.003294892915980285
5432,1632,POLR2C,Homo sapiens,RNA polymerase II subunit C(POLR2C),0.03376977,5432,11,1,0.03305785123966942
55125,1767,CEP192,Homo sapiens,centrosomal protein 192(CEP192),0.03303849,55125,4,1,0.001809954751131215
1832,717,DSP,Homo sapiens,desmoplakin(DSP),0.03274786,1832,4,1,0.001809954751131215
8835,255,SOCS2,Homo sapiens,suppressor of cytokine signaling 2(SOCS2),0.03245852,8835,10,1,0.01276595744680853
83759,720,RBM4B,Homo sapiens,RNA binding motif protein 4B(RBM4B),0.03202727,83759,9,1,0.005167958656330796
5552,1649,SRGN,Homo sapiens,serglycin(SRGN),0.03117384,5552,2,1,0.001077005923532548
51807,1065,TUBA8,Homo sapiens,tubulin alpha 8(TUBA8),0.03089163,51807,12,1,0.0
6400,1875,SEL1L,Homo sapiens,SEL1L adaptor subunit of SYVN1 ubiquitin ligase(SEL1L),0.03047107,6400,8,1,0.003992015968063867
23201,2119,FAM168A,Homo sapiens,family with sequence similarity 168 member A(FAM168A),0.02895699,23201,5,1,0.002259887005649719
23046,2036,KIF21B,Homo sapiens,kinesin family member 21B(KIF21B),0.02631408,23046,4,1,0.001809954751131215
5549,1647,PRELP,Homo sapiens,proline and arginine rich end leucine rich repeat protein(PRELP),0.02554457,5549,10,1,0.008510638297872353
1230,444,CCR1,Homo sapiens,C-C motif chemokine receptor 1(CCR1),0.02466101,1230,1,1,0.0008080808080808133
11006,1124,LILRB4,Homo sapiens,leukocyte immunoglobulin like receptor B4(LILRB4),0.02355097,11006,2,1,0.001077005923532548
112399,1748,EGLN3,Homo sapiens,egl-9 family hypoxia inducible factor 3(EGLN3),0.02330634,112399,10,1,0.008510638297872353
727,290,C5,Homo sapiens,complement C5(C5),0.02329954,727,2,1,0.002154011847065207
6777,2097,STAT5B,Homo sapiens,signal transducer and activator of transcription 5B(STAT5B),0.02327816,6777,5,1,0.002259887005649719
661,260,POLR3D,Homo sapiens,RNA polymerase III subunit D(POLR3D),0.02267421,661,6,1,0.002721088435374108
3678,1323,ITGA5,Homo sapiens,integrin subunit alpha 5(ITGA5),0.02127094,3678,9,1,0.005167958656330796
100506658,2296,OCLN,Homo sapiens,occludin(OCLN),0.01925725,100506658,9,2,0.007751937984496138
8864,266,PER2,Homo sapiens,period circadian regulator 2(PER2),0.01838438,8864,4,1,0.002714932126696823
2811,1123,GP1BA,Homo sapiens,glycoprotein Ib platelet subunit alpha(GP1BA),0.01753127,2811,12,1,0.1206896551724138
2273,918,FHL1,Homo sapiens,four and a half LIM domains 1(FHL1),0.01700995,2273,1,1,0.0008080808080808133
84898,1176,PLXDC2,Homo sapiens,plexin domain containing 2(PLXDC2),0.01639466,84898,4,1,0.003619909502262431
1962,762,EHHADH,Homo sapiens,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase(EHHADH),0.0163898,1962,1,1,0.0008080808080808133
6812,2116,STXBP1,Homo sapiens,syntaxin binding protein 1(STXBP1),0.01568768,6812,1,1,0.0008080808080808133
721,286,C4B,Homo sapiens,complement C4B (Chido/Rodgers blood group)(C4B),0.01567472,721,10,1,0.01276595744680853
3561,1300,IL2RG,Homo sapiens,interleukin 2 receptor subunit gamma(IL2RG),0.01479635,3561,10,1,0.01276595744680853
51604,982,PIGT,Homo sapiens,phosphatidylinositol glycan anchor biosynthesis class T(PIGT),0.01450798,51604,3,1,0.001410437235543016
27330,1097,RPS6KA6,Homo sapiens,ribosomal protein S6 kinase A6(RPS6KA6),0.01412792,27330,3,1,0.001410437235543016
1232,445,CCR3,Homo sapiens,C-C motif chemokine receptor 3(CCR3),0.01384604,1232,1,1,0.0008080808080808133
933,359,CD22,Homo sapiens,CD22 molecule(CD22),0.0133798,933,4,1,0.002714932126696823
25939,487,SAMHD1,Homo sapiens,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1(SAMHD1),0.01248457,25939,4,1,0.001809954751131215
79930,1833,DOK3,Homo sapiens,docking protein 3(DOK3),0.01230799,79930,11,1,0.07438016528925617
29760,1553,BLNK,Homo sapiens,B cell linker(BLNK),0.01136902,29760,2,1,0.001077005923532548
55534,1869,MAML3,Homo sapiens,mastermind like transcriptional coactivator 3(MAML3),0.01136481,55534,10,1,0.02127659574468088
23001,2006,WDFY3,Homo sapiens,WD repeat and FYVE domain containing 3(WDFY3),0.0113431,23001,10,1,0.008510638297872353
57646,133,USP28,Homo sapiens,ubiquitin specific peptidase 28(USP28),0.01100905,57646,3,1,0.001410437235543016
28951,1445,TRIB2,Homo sapiens,tribbles pseudokinase 2(TRIB2),0.01100322,28951,3,1,0.002115655853314524
10128,748,LRPPRC,Homo sapiens,leucine rich pentatricopeptide repeat containing(LRPPRC),0.01035197,10128,6,1,0.002721088435374108
133121,800,ENPP6,Homo sapiens,ectonucleotide pyrophosphatase/phosphodiesterase 6(ENPP6),0.0101122,133121,9,1,0.007751937984496138
843,320,CASP10,Homo sapiens,caspase 10(CASP10),0.00972048,843,8,1,0.003992015968063867
590,238,BCHE,Homo sapiens,butyrylcholinesterase(BCHE),0.00941235,590,5,1,0.002259887005649719
55833,2050,UBAP2,Homo sapiens,ubiquitin associated protein 2(UBAP2),0.00940069,55833,8,1,0.003992015968063867
9898,661,UBAP2L,Homo sapiens,ubiquitin associated protein 2 like(UBAP2L),0.00902257,9898,8,1,0.003992015968063867
8906,1369,AP1G2,Homo sapiens,adaptor related protein complex 1 subunit gamma 2(AP1G2),0.00843969,8906,6,1,0.005442176870748328
6404,1877,SELPLG,Homo sapiens,selectin P ligand(SELPLG),0.00734487,6404,8,1,0.005988023952095856
9184,387,BUB3,Homo sapiens,BUB3 mitotic checkpoint protein(BUB3),0.00688446,9184,1,1,0.0008080808080808133
1238,449,ACKR2,Homo sapiens,atypical chemokine receptor 2(ACKR2),0.00549966,1238,2,1,0.001077005923532548
5627,1668,PROS1,Homo sapiens,protein S(PROS1),0.00549675,5627,12,1,0.06896551724137934
10664,989,CTCF,Homo sapiens,CCCTC-binding factor(CTCF),0.005048,10664,10,1,0.008510638297872353
2245,900,FGD1,Homo sapiens,"FYVE, RhoGEF and PH domain containing 1(FGD1)",0.00289887,2245,5,1,0.002259887005649719
3099,1219,HK2,Homo sapiens,hexokinase 2(HK2),0.00288656,3099,6,1,0.002721088435374108
79595,1735,SAP130,Homo sapiens,Sin3A associated protein 130(SAP130),0.00215431,79595,11,1,0.02479338842975209
4882,1506,NPR2,Homo sapiens,natriuretic peptide receptor 2(NPR2),0.00205841,4882,1,1,0.0008080808080808133
2976,1172,GTF3C2,Homo sapiens,general transcription factor IIIC subunit 2(GTF3C2),0.00204836,2976,5,1,0.002259887005649719
79875,1819,THSD4,Homo sapiens,thrombospondin type 1 domain containing 4(THSD4),0.00199101,79875,7,1,0.003294892915980285
3980,1387,LIG3,Homo sapiens,DNA ligase 3(LIG3),0.00197514,3980,3,1,0.001410437235543016
54888,1698,NSUN2,Homo sapiens,NOP2/Sun RNA methyltransferase 2(NSUN2),0.00179855,54888,12,1,0.03448275862068961
7178,2290,TPT1,Homo sapiens,"tumor protein, translationally-controlled 1(TPT1)",0.00171042,7178,12,1,0.03448275862068961
10487,925,CAP1,Homo sapiens,cyclase associated actin cytoskeleton regulatory protein 1(CAP1),0.00111134,10487,9,1,0.01033591731266148
11107,1154,PRDM5,Homo sapiens,PR/SET domain 5(PRDM5),0.00110324,11107,11,1,0.01652892561983466
2103,826,ESRRB,Homo sapiens,estrogen related receptor beta(ESRRB),0.00102321,2103,11,1,0.06611570247933884
7305,2310,TYROBP,Homo sapiens,transmembrane immune signaling adaptor TYROBP(TYROBP),0.00101316,7305,1,2,0.00121212121212122
3796,1357,KIF2A,Homo sapiens,kinesin family member 2A(KIF2A),0.00100733,3796,6,1,0.002721088435374108
6602,1996,SMARCD1,Homo sapiens,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1(SMARCD1)",0.00071216,6602,1,1,0.0008080808080808133
6595,1989,SMARCA2,Homo sapiens,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2(SMARCA2)",0.00065319,6595,3,1,0.001410437235543016
501,218,ALDH7A1,Homo sapiens,aldehyde dehydrogenase 7 family member A1(ALDH7A1),0.00062112,501,6,1,0.002721088435374108
57169,2461,ZNFX1,Homo sapiens,zinc finger NFX1-type containing 1(ZNFX1),0.00052586,57169,13,1,0.1333333333333333
23039,2029,XPO7,Homo sapiens,exportin 7(XPO7),0.00049508,23039,10,1,0.008510638297872353
10577,959,NPC2,Homo sapiens,NPC intracellular cholesterol transporter 2(NPC2),0.00044972,10577,2,1,0.001077005923532548
1783,695,DYNC1LI2,Homo sapiens,dynein cytoplasmic 1 light intermediate chain 2(DYNC1LI2),0.00044551,1783,4,1,0.001809954751131215
200958,1441,MUC20,Homo sapiens,"mucin 20, cell surface associated(MUC20)",0.0004413,200958,4,1,0.001809954751131215
229,104,ALDOB,Homo sapiens,"aldolase, fructose-bisphosphate B(ALDOB)",0.00042866,229,2,1,0.001077005923532548
26046,540,LTN1,Homo sapiens,listerin E3 ubiquitin protein ligase 1(LTN1),0.00041116,26046,3,1,0.001410437235543016
196527,2479,ANO6,Homo sapiens,anoctamin 6(ANO6),0.00041019,196527,1,1,0.0008080808080808133
3556,1296,IL1RAP,Homo sapiens,interleukin 1 receptor accessory protein(IL1RAP),0.00040144,3556,1,1,0.0008080808080808133
2799,1117,GNS,Homo sapiens,glucosamine (N-acetyl)-6-sulfatase(GNS),0.00039431,2799,4,1,0.001809954751131215
