0,gene,renum,From,To,Species,Gene Name,Finder_Score,Gene Symbol,Description_x,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link,GeneID,Symbol,Description_y,Synonyms,GeneType,EnsemblGeneID,Status,ChrAcc,ChrStart,ChrStop,Orientation,Length,GOFunctionID,GOProcessID,GOComponentID,GOFunction,GOProcess,GOComponent,Similarity,entry_id,K-Shell,Degree,PageRank,Betweenness,Collective_influence,AP,layer,connected component changes,LCC changes,Score_total
118,8452,118,CUL3,8452,Homo sapiens,cullin 3(CUL3),0.91264463,CUL3,Cullin 3,Protein Coding,Q13618,61,GC02M224470,54.82343674,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL3,8452,CUL3,cullin 3,CUL-3|NEDAUS|PHA2E,protein-coding,ENSG00000036257,active,NC_000002.12,224470150,224585397,negative,7350,GO:0004842///GO:0005112///GO:0005515///GO:0030332///GO:0031208///GO:0031625///GO:0042802///GO:0061630,GO:0000082///GO:0000122///GO:0000209///GO:0001831///GO:0006511///GO:0006513///GO:0006888///GO:0006954///GO:0007080///GO:0007229///GO:0007369///GO:0008284///GO:0010467///GO:0016055///GO:0016477///GO:0016567///GO:0017145///GO:0030030///GO:0031145///GO:0031398///GO:0031648///GO:0032467///GO:0035024///GO:0040016///GO:0043149///GO:0043161///GO:0044346///GO:0045842///GO:0048208///GO:0051865///GO:0070936///GO:0071630///GO:0072576///GO:0097193///GO:0140252///GO:1901992,GO:0000922///GO:0005634///GO:0005654///GO:0005737///GO:0005794///GO:0005813///GO:0005827///GO:0005829///GO:0005886///GO:0016020///GO:0031461///GO:0031463///GO:0036126///GO:0070062///GO:0072686///GO:0098794///GO:0098978,ubiquitin-protein transferase activity///Notch binding///protein binding///cyclin binding///POZ domain binding///ubiquitin protein ligase binding///identical protein binding///ubiquitin protein ligase activity,G1/S transition of mitotic cell cycle///negative regulation of transcription by RNA polymerase II///protein polyubiquitination///trophectodermal cellular morphogenesis///ubiquitin-dependent protein catabolic process///protein monoubiquitination///endoplasmic reticulum to Golgi vesicle-mediated transport///inflammatory response///mitotic metaphase plate congression///integrin-mediated signaling pathway///gastrulation///positive regulation of cell population proliferation///gene expression///Wnt signaling pathway///cell migration///protein ubiquitination///stem cell division///cell projection organization///anaphase-promoting complex-dependent catabolic process///positive regulation of protein ubiquitination///protein destabilization///positive regulation of cytokinesis///negative regulation of Rho protein signal transduction///embryonic cleavage///stress fiber assembly///proteasome-mediated ubiquitin-dependent protein catabolic process///fibroblast apoptotic process///positive regulation of mitotic metaphase/anaphase transition///COPII vesicle coating///protein autoubiquitination///protein K48-linked ubiquitination///nuclear protein quality control by the ubiquitin-proteasome system///liver morphogenesis///intrinsic apoptotic signaling pathway///regulation protein catabolic process at postsynapse///positive regulation of mitotic cell cycle phase transition,spindle pole///nucleus///nucleoplasm///cytoplasm///Golgi apparatus///centrosome///polar microtubule///cytosol///plasma membrane///membrane///cullin-RING ubiquitin ligase complex///Cul3-RING ubiquitin ligase complex///sperm flagellum///extracellular exosome///mitotic spindle///postsynapse///glutamatergic synapse,0,8452,15,188,0.005815647,0.0355678,843744,8452,1,4,0.002020202,0
1785,6045,1785,RNF2,6045,Homo sapiens,ring finger protein 2(RNF2),0.89732922,RNF2,Ring Finger Protein 2,Protein Coding,Q99496,56,GC01P185045,36.79669189,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF2,6045,RNF2,ring finger protein 2,BAP-1|BAP1|DING|HIPI3|LUSYAM|RING1B|RING2,protein-coding,ENSG00000121481,active,NC_000001.11,185045430,185102603,positive,5027,GO:0003682///GO:0004842///GO:0005515///GO:0008270///GO:0061630///GO:0071535,GO:0000122///GO:0000278///GO:0001702///GO:0006338///GO:0007281///GO:0009948///GO:0010467///GO:0035518///GO:0036353///GO:0043433,GO:0000151///GO:0000791///GO:0001739///GO:0005634///GO:0005654///GO:0005737///GO:0016604///GO:0031519///GO:0035102///GO:0071339,chromatin binding///ubiquitin-protein transferase activity///protein binding///zinc ion binding///ubiquitin protein ligase activity///RING-like zinc finger domain binding,negative regulation of transcription by RNA polymerase II///mitotic cell cycle///gastrulation with mouth forming second///chromatin remodeling///germ cell development///anterior/posterior axis specification///gene expression///histone H2A monoubiquitination///histone H2A-K119 monoubiquitination///negative regulation of DNA-binding transcription factor activity,ubiquitin ligase complex///euchromatin///sex chromatin///nucleus///nucleoplasm///cytoplasm///nuclear body///PcG protein complex///PRC1 complex///MLL1 complex,0,6045,15,127,0.003777267,0.016094969,408744,6045,2,1,0.001077006,0
119,8454,119,CUL1,8454,Homo sapiens,cullin 1(CUL1),0.88592845,CUL1,Cullin 1,Protein Coding,Q13616,58,GC07P148697,43.75976944,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL1,8454,CUL1,cullin 1,,protein-coding,ENSG00000055130,active,NC_000007.14,148697756,148801110,positive,4369,GO:0005515///GO:0030674///GO:0031625,GO:0000082///GO:0006513///GO:0008283///GO:0009887///GO:0016567///GO:0031146///GO:0070936///GO:0097193,GO:0005654///GO:0005829///GO:0005886///GO:0019005///GO:0031461///GO:1990452,protein binding///protein-macromolecule adaptor activity///ubiquitin protein ligase binding,G1/S transition of mitotic cell cycle///protein monoubiquitination///cell population proliferation///animal organ morphogenesis///protein ubiquitination///SCF-dependent proteasomal ubiquitin-dependent protein catabolic process///protein K48-linked ubiquitination///intrinsic apoptotic signaling pathway,nucleoplasm///cytosol///plasma membrane///SCF ubiquitin ligase complex///cullin-RING ubiquitin ligase complex///Parkin-FBXW7-Cul1 ubiquitin ligase complex,0,8454,15,89,0.002694575,0.008956169,224136,8454,1,2,0.001212121,0
2367,7531,2367,YWHAE,7531,Homo sapiens,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon(YWHAE),0.86259684,YWHAE,Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Epsilon,Protein Coding,P62258,63,GC17M083833,60.08853912,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAE,7531,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,14-3-3E|HEL2|KCIP-1|MDCR|MDS,protein-coding,ENSG00000108953,active,NC_000017.11,1344275,1400262,negative,2172,GO:0003723///GO:0005246///GO:0005515///GO:0015459///GO:0019899///GO:0019903///GO:0019904///GO:0023026///GO:0031625///GO:0042802///GO:0042826///GO:0044325///GO:0045296///GO:0046982///GO:0050815///GO:0051219///GO:0097110,GO:0000165///GO:0001764///GO:0003064///GO:0006605///GO:0007165///GO:0007346///GO:0021762///GO:0021766///GO:0021987///GO:0034504///GO:0034605///GO:0035556///GO:0046827///GO:0051480///GO:0060306///GO:0086013///GO:0086091///GO:1901016///GO:1901020///GO:1902309///GO:1905913,GO:0005634///GO:0005737///GO:0005829///GO:0005886///GO:0005925///GO:0016020///GO:0042470///GO:0070062,RNA binding///calcium channel regulator activity///protein binding///potassium channel regulator activity///enzyme binding///protein phosphatase binding///protein domain specific binding///MHC class II protein complex binding///ubiquitin protein ligase binding///identical protein binding///histone deacetylase binding///transmembrane transporter binding///cadherin binding///protein heterodimerization activity///phosphoserine residue binding///phosphoprotein binding///scaffold protein binding,MAPK cascade///neuron migration///regulation of heart rate by hormone///protein targeting///signal transduction///regulation of mitotic cell cycle///substantia nigra development///hippocampus development///cerebral cortex development///protein localization to nucleus///cellular response to heat///intracellular signal transduction///positive regulation of protein export from nucleus///regulation of cytosolic calcium ion concentration///regulation of membrane repolarization///membrane repolarization during cardiac muscle cell action potential///regulation of heart rate by cardiac conduction///regulation of potassium ion transmembrane transporter activity///negative regulation of calcium ion transmembrane transporter activity///negative regulation of peptidyl-serine dephosphorylation///negative regulation of calcium ion export across plasma membrane,nucleus///cytoplasm///cytosol///plasma membrane///focal adhesion///membrane///melanosome///extracellular exosome,0,7531,15,98,0.003036567,0.015339216,310109,7531,1,1,0.000808081,0
731,10075,731,HUWE1,10075,Homo sapiens,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1(HUWE1)",0.85588118,HUWE1,"HECT, UBA And WWE Domain Containing E3 Ubiquitin Protein Ligase 1",Protein Coding,Q7Z6Z7,59,GC0XM053532,66.5357132,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HUWE1,10075,HUWE1,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",ARF-BP1|HECTH9|HSPC272|Ib772|LASU1|MRXST|MULE|URE-B1|UREB1,protein-coding,ENSG00000086758,active,NC_000023.11,53532096,53686723,negative,18879,GO:0003677///GO:0003723///GO:0004842///GO:0005515///GO:0061630,GO:0000209///GO:0006284///GO:0006513///GO:0007030///GO:0010637///GO:0016567///GO:0016574///GO:0030154///GO:0031398///GO:0032922///GO:0043161///GO:0061025///GO:0098779///GO:1903955,GO:0000139///GO:0005576///GO:0005634///GO:0005654///GO:0005737///GO:0005739///GO:0005829///GO:0016020///GO:0034774///GO:0070062///GO:1904813,DNA binding///RNA binding///ubiquitin-protein transferase activity///protein binding///ubiquitin protein ligase activity,protein polyubiquitination///base-excision repair///protein monoubiquitination///Golgi organization///negative regulation of mitochondrial fusion///protein ubiquitination///histone ubiquitination///cell differentiation///positive regulation of protein ubiquitination///circadian regulation of gene expression///proteasome-mediated ubiquitin-dependent protein catabolic process///membrane fusion///positive regulation of mitophagy in response to mitochondrial depolarization///positive regulation of protein targeting to mitochondrion,Golgi membrane///extracellular region///nucleus///nucleoplasm///cytoplasm///mitochondrion///cytosol///membrane///secretory granule lumen///extracellular exosome///ficolin-1-rich granule lumen,0,10075,15,75,0.002197087,0.005921717,193066,10075,2,5,0.003769521,0
65,154,65,ADRB2,154,Homo sapiens,adrenoceptor beta 2(ADRB2),0.84400704,ADRB2,Adrenoceptor Beta 2,Protein Coding,P07550,62,GC05P153697,64.1508255,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2,154,ADRB2,adrenoceptor beta 2,ADRB2R|ADRBR|B2AR|BAR|BETA2AR,protein-coding,ENSG00000169252,active,NC_000005.10,148826593,148828634,positive,2042,GO:0001540///GO:0004930///GO:0004941///GO:0005515///GO:0008179///GO:0015459///GO:0042802///GO:0042803///GO:0044877///GO:0051380,GO:0002024///GO:0002025///GO:0002028///GO:0002032///GO:0006366///GO:0006898///GO:0006939///GO:0007166///GO:0007171///GO:0007188///GO:0007190///GO:0008333///GO:0009409///GO:0010739///GO:0030501///GO:0031649///GO:0040015///GO:0043410///GO:0045453///GO:0045944///GO:0045986///GO:0050873///GO:0061885///GO:0071875///GO:0071880///GO:0071902///GO:0120162///GO:1901098///GO:1904504///GO:1904646///GO:1990911///GO:2000481///GO:2000969,GO:0005634///GO:0005764///GO:0005768///GO:0005769///GO:0005794///GO:0005886///GO:0010008///GO:0016020///GO:0016324///GO:0030669///GO:0043235///GO:0098992,amyloid-beta binding///G protein-coupled receptor activity///beta2-adrenergic receptor activity///protein binding///adenylate cyclase binding///potassium channel regulator activity///identical protein binding///protein homodimerization activity///protein-containing complex binding///norepinephrine binding,diet induced thermogenesis///norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure///regulation of sodium ion transport///desensitization of G protein-coupled receptor signaling pathway by arrestin///transcription by RNA polymerase II///receptor-mediated endocytosis///smooth muscle contraction///cell surface receptor signaling pathway///activation of transmembrane receptor protein tyrosine kinase activity///adenylate cyclase-modulating G protein-coupled receptor signaling pathway///activation of adenylate cyclase activity///endosome to lysosome transport///response to cold///positive regulation of protein kinase A signaling///positive regulation of bone mineralization///heat generation///negative regulation of multicellular organism growth///positive regulation of MAPK cascade///bone resorption///positive regulation of transcription by RNA polymerase II///negative regulation of smooth muscle contraction///brown fat cell differentiation///positive regulation of mini excitatory postsynaptic potential///adrenergic receptor signaling pathway///adenylate cyclase-activating adrenergic receptor signaling pathway///positive regulation of protein serine/threonine kinase activity///positive regulation of cold-induced thermogenesis///positive regulation of autophagosome maturation///positive regulation of lipophagy///cellular response to amyloid-beta///response to psychosocial stress///positive regulation of cAMP-dependent protein kinase activity///positive regulation of AMPA receptor activity,nucleus///lysosome///endosome///early endosome///Golgi apparatus///plasma membrane///endosome membrane///membrane///apical plasma membrane///clathrin-coated endocytic vesicle membrane///receptor complex///neuronal dense core vesicle,0,154,15,62,0.002006257,0.007778458,126819,154,1,1,0.000808081,0
1016,2547,1016,XRCC6,2547,Homo sapiens,X-ray repair cross complementing 6(XRCC6),0.77167384,XRCC6,X-Ray Repair Cross Complementing 6,Protein Coding,P12956,58,GC22P076175,44.16046143,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC6,2547,XRCC6,X-ray repair cross complementing 6,CTC75|CTCBF|G22P1|KU70|ML8|TLAA,protein-coding,ENSG00000196419,active,NC_000022.11,41621163,41664048,positive,2326,GO:0000976///GO:0003677///GO:0003678///GO:0003684///GO:0003690///GO:0003691///GO:0003723///GO:0005515///GO:0005524///GO:0008022///GO:0008094///GO:0016887///GO:0030332///GO:0042162///GO:0044877///GO:0045027///GO:0051575///GO:0097110,GO:0000723///GO:0000725///GO:0002218///GO:0006266///GO:0006303///GO:0032508///GO:0045087///GO:0045621///GO:0045860///GO:0045892///GO:0045893///GO:0045944///GO:0048660///GO:0071480///GO:0071481///GO:0097680,GO:0000781///GO:0000783///GO:0005576///GO:0005634///GO:0005654///GO:0005667///GO:0005730///GO:0005829///GO:0016020///GO:0032991///GO:0032993///GO:0034774///GO:0043564///GO:0070418///GO:0070419///GO:1904813,"transcription cis-regulatory region binding///DNA binding///DNA helicase activity///damaged DNA binding///double-stranded DNA binding///double-stranded telomeric DNA binding///RNA binding///protein binding///ATP binding///protein C-terminus binding///ATP-dependent activity, acting on DNA///ATP hydrolysis activity///cyclin binding///telomeric DNA binding///protein-containing complex binding///DNA end binding///5'-deoxyribose-5-phosphate lyase activity///scaffold protein binding",telomere maintenance///recombinational repair///activation of innate immune response///DNA ligation///double-strand break repair via nonhomologous end joining///DNA duplex unwinding///innate immune response///positive regulation of lymphocyte differentiation///positive regulation of protein kinase activity///negative regulation of DNA-templated transcription///positive regulation of DNA-templated transcription///positive regulation of transcription by RNA polymerase II///regulation of smooth muscle cell proliferation///cellular response to gamma radiation///cellular response to X-ray///double-strand break repair via classical nonhomologous end joining,"chromosome, telomeric region///nuclear telomere cap complex///extracellular region///nucleus///nucleoplasm///transcription regulator complex///nucleolus///cytosol///membrane///protein-containing complex///protein-DNA complex///secretory granule lumen///Ku70:Ku80 complex///DNA-dependent protein kinase complex///nonhomologous end joining complex///ficolin-1-rich granule lumen",0,2547,15,68,0.001915722,0.006763349,262774,2547,6,1,0.002721088,0
99,213,99,ALB,213,Homo sapiens,albumin(ALB),0.84031338,ALB,Albumin,Protein Coding,P02768,62,GC04P073397,89.20626831,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALB,213,ALB,albumin,FDAHT|HSA|PRO0883|PRO0903|PRO1341,protein-coding,ENSG00000163631,active,NC_000004.12,73404287,73421482,positive,2285,GO:0003677///GO:0005504///GO:0005507///GO:0005515///GO:0008270///GO:0015643///GO:0016209///GO:0019825///GO:0030170///GO:0042802///GO:0051087///GO:0140272///GO:1903981,GO:0001895///GO:0006810///GO:0009267///GO:0043066///GO:0043069///GO:0051659///GO:0098869,GO:0005576///GO:0005615///GO:0005634///GO:0005737///GO:0005783///GO:0005788///GO:0005794///GO:0031093///GO:0032991///GO:0070062///GO:0072562,DNA binding///fatty acid binding///copper ion binding///protein binding///zinc ion binding///toxic substance binding///antioxidant activity///oxygen binding///pyridoxal phosphate binding///identical protein binding///chaperone binding///exogenous protein binding///enterobactin binding,retina homeostasis///transport///cellular response to starvation///negative regulation of apoptotic process///negative regulation of programmed cell death///maintenance of mitochondrion location///cellular oxidant detoxification,extracellular region///extracellular space///nucleus///cytoplasm///endoplasmic reticulum///endoplasmic reticulum lumen///Golgi apparatus///platelet alpha granule lumen///protein-containing complex///extracellular exosome///blood microparticle,0,213,11,47,0.001716734,0.006912128,51014,213,1,2,0.001212121,0
1045,27185,1045,DISC1,27185,Homo sapiens,DISC1 scaffold protein(DISC1),0.80454482,DISC1,DISC1 Scaffold Protein,Protein Coding,Q9NRI5,56,GC01P231626,44.87651825,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DISC1,27185,DISC1,DISC1 scaffold protein,C1orf136|SCZD9,protein-coding,ENSG00000162946,active,NC_000001.11,231626790,232041272,positive,13466,GO:0005515///GO:0019894///GO:0042802///GO:0044877///GO:0060090,GO:0000226///GO:0001764///GO:0001954///GO:0002052///GO:0006511///GO:0010976///GO:0021846///GO:0021852///GO:0030177///GO:0031929///GO:0032091///GO:0045773///GO:0051560///GO:0051602///GO:0051966///GO:0060070///GO:0060271///GO:0060998///GO:0070050///GO:0071539///GO:0090128///GO:0099175///GO:1905515///GO:2000060,GO:0005634///GO:0005739///GO:0005783///GO:0005813///GO:0005829///GO:0005871///GO:0005874///GO:0008021///GO:0014069///GO:0030286///GO:0036064///GO:0044297///GO:0045111///GO:0048471///GO:0090724///GO:0097546///GO:0098793///GO:0098978///GO:0098982,protein binding///kinesin binding///identical protein binding///protein-containing complex binding///molecular adaptor activity,"microtubule cytoskeleton organization///neuron migration///positive regulation of cell-matrix adhesion///positive regulation of neuroblast proliferation///ubiquitin-dependent protein catabolic process///positive regulation of neuron projection development///cell proliferation in forebrain///pyramidal neuron migration to cerebral cortex///positive regulation of Wnt signaling pathway///TOR signaling///negative regulation of protein binding///positive regulation of axon extension///mitochondrial calcium ion homeostasis///response to electrical stimulus///regulation of synaptic transmission, glutamatergic///canonical Wnt signaling pathway///cilium assembly///regulation of dendritic spine development///neuron cellular homeostasis///protein localization to centrosome///regulation of synapse maturation///regulation of postsynapse organization///non-motile cilium assembly///positive regulation of ubiquitin-dependent protein catabolic process",nucleus///mitochondrion///endoplasmic reticulum///centrosome///cytosol///kinesin complex///microtubule///synaptic vesicle///postsynaptic density///dynein complex///ciliary basal body///cell body///intermediate filament cytoskeleton///perinuclear region of cytoplasm///central region of growth cone///ciliary base///presynapse///glutamatergic synapse///GABA-ergic synapse,0,27185,12,50,0.001635345,0.004031787,43267,27185,1,1,0.000808081,0
1245,3192,1245,HNRNPU,3192,Homo sapiens,heterogeneous nuclear ribonucleoprotein U(HNRNPU),0.79088476,HNRNPU,Heterogeneous Nuclear Ribonucleoprotein U,Protein Coding,Q00839,56,GC01M244844,55.42568207,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPU,3192,HNRNPU,heterogeneous nuclear ribonucleoprotein U,DEE54|EIEE54|GRIP120|HNRNPU-AS1|HNRPU|SAF-A|SAFA|U21.1|hnRNP U|pp120,protein-coding,ENSG00000153187,active,NC_000001.11,244850297,244864543,negative,6867,GO:0000978///GO:0000993///GO:0001097///GO:0003677///GO:0003682///GO:0003690///GO:0003697///GO:0003714///GO:0003723///GO:0003725///GO:0003727///GO:0003730///GO:0003779///GO:0005515///GO:0005524///GO:0008143///GO:0017069///GO:0017130///GO:0031490///GO:0034046///GO:0036002///GO:0042802///GO:0043021///GO:0044877///GO:0070034///GO:0099122///GO:0106222///GO:1990837///GO:1990841,GO:0000122///GO:0000381///GO:0000398///GO:0001649///GO:0006325///GO:0006396///GO:0007049///GO:0007346///GO:0009048///GO:0032211///GO:0032922///GO:0033673///GO:0034244///GO:0045944///GO:0048255///GO:0051301///GO:0051457///GO:0055013///GO:0070934///GO:0071385///GO:0090336///GO:0098963///GO:1900152///GO:1901673///GO:1902275///GO:1902425///GO:1902889///GO:1990280///GO:1990830///GO:1990845///GO:2000373///GO:2000648///GO:2000737///GO:2000767,GO:0000228///GO:0000776///GO:0000922///GO:0005634///GO:0005654///GO:0005697///GO:0005813///GO:0005829///GO:0009986///GO:0016020///GO:0016363///GO:0016607///GO:0030496///GO:0032839///GO:0032991///GO:0036464///GO:0070937///GO:0071013///GO:0072686///GO:0098577///GO:1990023///GO:1990498///GO:1990904,RNA polymerase II cis-regulatory region sequence-specific DNA binding///RNA polymerase II complex binding///TFIIH-class transcription factor complex binding///DNA binding///chromatin binding///double-stranded DNA binding///single-stranded DNA binding///transcription corepressor activity///RNA binding///double-stranded RNA binding///single-stranded RNA binding///mRNA 3'-UTR binding///actin binding///protein binding///ATP binding///poly(A) binding///snRNA binding///poly(C) RNA binding///chromatin DNA binding///poly(G) binding///pre-mRNA binding///identical protein binding///ribonucleoprotein complex binding///protein-containing complex binding///telomerase RNA binding///RNA polymerase II C-terminal domain binding///lncRNA binding///sequence-specific double-stranded DNA binding///promoter-specific chromatin binding,"negative regulation of transcription by RNA polymerase II///regulation of alternative mRNA splicing, via spliceosome///mRNA splicing, via spliceosome///osteoblast differentiation///chromatin organization///RNA processing///cell cycle///regulation of mitotic cell cycle///dosage compensation by inactivation of X chromosome///negative regulation of telomere maintenance via telomerase///circadian regulation of gene expression///negative regulation of kinase activity///negative regulation of transcription elongation by RNA polymerase II///positive regulation of transcription by RNA polymerase II///mRNA stabilization///cell division///maintenance of protein location in nucleus///cardiac muscle cell development///CRD-mediated mRNA stabilization///cellular response to glucocorticoid stimulus///positive regulation of brown fat cell differentiation///dendritic transport of messenger ribonucleoprotein complex///negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay///regulation of mitotic spindle assembly///regulation of chromatin organization///positive regulation of attachment of mitotic spindle microtubules to kinetochore///protein localization to spindle microtubule///RNA localization to chromatin///cellular response to leukemia inhibitory factor///adaptive thermogenesis///positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity///positive regulation of stem cell proliferation///negative regulation of stem cell differentiation///positive regulation of cytoplasmic translation",nuclear chromosome///kinetochore///spindle pole///nucleus///nucleoplasm///telomerase holoenzyme complex///centrosome///cytosol///cell surface///membrane///nuclear matrix///nuclear speck///midbody///dendrite cytoplasm///protein-containing complex///cytoplasmic ribonucleoprotein granule///CRD-mediated mRNA stability complex///catalytic step 2 spliceosome///mitotic spindle///inactive sex chromosome///mitotic spindle midzone///mitotic spindle microtubule///ribonucleoprotein complex,0,3192,15,82,0.002290838,0.006906732,281961,3192,4,1,0.001809955,0
1202,3064,1202,HTT,3064,Homo sapiens,huntingtin(HTT),0.79016903,HTT,Huntingtin,Protein Coding,P42858,56,GC04P003041,69.96691895,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTT,3064,HTT,huntingtin,HD|IT15|LOMARS,protein-coding,ENSG00000197386,active,NC_000004.12,3074681,3243960,positive,13475,GO:0002039///GO:0005515///GO:0005522///GO:0019900///GO:0031072///GO:0034452///GO:0042802///GO:0044325///GO:0045505///GO:0048487,GO:0000132///GO:0006890///GO:0006915///GO:0007030///GO:0031587///GO:0031648///GO:0042297///GO:0043065///GO:0043666///GO:0045724///GO:0047496///GO:0099111///GO:1903599///GO:1904504///GO:1905289///GO:1905337///GO:2000479///GO:2001237,GO:0005634///GO:0005654///GO:0005737///GO:0005769///GO:0005770///GO:0005776///GO:0005783///GO:0005794///GO:0005814///GO:0005829///GO:0016234///GO:0030424///GO:0030425///GO:0030659///GO:0032991///GO:0048471///GO:0099523///GO:0099524,p53 binding///protein binding///profilin binding///kinase binding///heat shock protein binding///dynactin binding///identical protein binding///transmembrane transporter binding///dynein intermediate chain binding///beta-tubulin binding,"establishment of mitotic spindle orientation///retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum///apoptotic process///Golgi organization///positive regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity///protein destabilization///vocal learning///positive regulation of apoptotic process///regulation of phosphoprotein phosphatase activity///positive regulation of cilium assembly///vesicle transport along microtubule///microtubule-based transport///positive regulation of autophagy of mitochondrion///positive regulation of lipophagy///regulation of CAMKK-AMPK signaling cascade///positive regulation of aggrephagy///regulation of cAMP-dependent protein kinase activity///negative regulation of extrinsic apoptotic signaling pathway",nucleus///nucleoplasm///cytoplasm///early endosome///late endosome///autophagosome///endoplasmic reticulum///Golgi apparatus///centriole///cytosol///inclusion body///axon///dendrite///cytoplasmic vesicle membrane///protein-containing complex///perinuclear region of cytoplasm///presynaptic cytosol///postsynaptic cytosol,0,3064,15,71,0.002269442,0.010807964,171990,3064,1,1,0.000808081,0
2040,6667,2040,SP1,6667,Homo sapiens,Sp1 transcription factor(SP1),0.78802379,SP1,Sp1 Transcription Factor,Protein Coding,P08047,59,GC12P053380,92.19797516,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP1,6667,SP1,Sp1 transcription factor,,protein-coding,ENSG00000185591,active,NC_000012.12,53380176,53416446,positive,7721,GO:0000976///GO:0000977///GO:0000978///GO:0000981///GO:0001221///GO:0001228///GO:0003677///GO:0003690///GO:0003700///GO:0005515///GO:0008022///GO:0035035///GO:0042802///GO:0042803///GO:0042826///GO:0043425///GO:0043565///GO:0046872///GO:0060090///GO:0061629///GO:0071837///GO:0140297///GO:1990837,GO:0006355///GO:0006357///GO:0010628///GO:0032869///GO:0033194///GO:0034224///GO:0043536///GO:0043923///GO:0045766///GO:0045893///GO:0045944///GO:0048511///GO:0071391///GO:1902004///GO:1904568///GO:1904828///GO:1905564,GO:0000785///GO:0000791///GO:0005634///GO:0005654///GO:0005737///GO:0017053///GO:0032993,"transcription cis-regulatory region binding///RNA polymerase II transcription regulatory region sequence-specific DNA binding///RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///transcription coregulator binding///DNA-binding transcription activator activity, RNA polymerase II-specific///DNA binding///double-stranded DNA binding///DNA-binding transcription factor activity///protein binding///protein C-terminus binding///histone acetyltransferase binding///identical protein binding///protein homodimerization activity///histone deacetylase binding///bHLH transcription factor binding///sequence-specific DNA binding///metal ion binding///molecular adaptor activity///RNA polymerase II-specific DNA-binding transcription factor binding///HMG box domain binding///DNA-binding transcription factor binding///sequence-specific double-stranded DNA binding",regulation of DNA-templated transcription///regulation of transcription by RNA polymerase II///positive regulation of gene expression///cellular response to insulin stimulus///response to hydroperoxide///cellular response to zinc ion starvation///positive regulation of blood vessel endothelial cell migration///positive regulation by host of viral transcription///positive regulation of angiogenesis///positive regulation of DNA-templated transcription///positive regulation of transcription by RNA polymerase II///rhythmic process///cellular response to estrogen stimulus///positive regulation of amyloid-beta formation///cellular response to wortmannin///positive regulation of hydrogen sulfide biosynthetic process///positive regulation of vascular endothelial cell proliferation,chromatin///euchromatin///nucleus///nucleoplasm///cytoplasm///transcription repressor complex///protein-DNA complex,0,6667,15,71,0.002061542,0.007068546,235900,6667,2,2,0.001615509,0
