GeneID,Symbol,Description,GeneType,EnsemblGeneID,Length
54458,PRR13,proline rich 13,protein-coding,ENSG00000205352,1195
5094,PCBP2,poly(rC) binding protein 2,protein-coding,ENSG00000197111,3171
102157401,PCBP2-OT1,PCBP2 overlapping transcript 1,ncRNA,ENSG00000282977,590
7786,MAP3K12,mitogen-activated protein kinase kinase kinase 12,protein-coding,ENSG00000139625,6284
6895,TARBP2,TARBP2 subunit of RISC loading complex,protein-coding,ENSG00000139546,1883
114108587,ATF7-NPFF,ATF7-NPFF readthrough,protein-coding,ENSG00000267281,2221
8620,NPFF,neuropeptide FF-amide peptide precursor,protein-coding,ENSG00000139574,670
11016,ATF7,activating transcription factor 7,protein-coding,ENSG00000170653,8661
100652999,LOC100652999,uncharacterized LOC100652999,ncRNA,ENSG00000257550,2297
517,ATP5MC2,ATP synthase membrane subunit c locus 2,protein-coding,ENSG00000135390,3022
57658,CALCOCO1,calcium binding and coiled-coil domain 1,protein-coding,ENSG00000012822,6098
105369774,LOC105369774,uncharacterized LOC105369774,ncRNA,,1779
102216268,CISTR,chondrogenesis-associated transcript,ncRNA,,918
105378250,LOC105378250,uncharacterized LOC105378250,ncRNA,,633
107984525,LOC107984525,uncharacterized LOC107984525,ncRNA,,3591
100874366,HOXC13-AS,HOXC13 antisense RNA,ncRNA,ENSG00000249641,1408
3229,HOXC13,homeobox C13,protein-coding,ENSG00000123364,2357
105369775,LOC105369775,uncharacterized LOC105369775,ncRNA,,1058
3228,HOXC12,homeobox C12,protein-coding,ENSG00000123407,3266
100124700,HOTAIR,HOX transcript antisense RNA,ncRNA,ENSG00000228630,2579
3227,HOXC11,homeobox C11,protein-coding,ENSG00000123388,3261
100874365,HOXC-AS3,HOXC cluster antisense RNA 3,ncRNA,ENSG00000251151,368
3226,HOXC10,homeobox C10,protein-coding,ENSG00000180818,1976
406973,MIR196A2,microRNA 196a-2,ncRNA,ENSG00000207924,110
100874364,HOXC-AS2,HOXC cluster antisense RNA 2,ncRNA,ENSG00000250133,504
100874363,HOXC-AS1,HOXC cluster antisense RNA 1,ncRNA,ENSG00000250451,548
3225,HOXC9,homeobox C9,protein-coding,ENSG00000180806,1474
107984512,LOC107984512,,,,3361
3224,HOXC8,homeobox C8,protein-coding,ENSG00000037965,2417
3221,HOXC4,homeobox C4,protein-coding,ENSG00000198353,2352
3222,HOXC5,homeobox C5,protein-coding,ENSG00000172789,2140
3223,HOXC6,homeobox C6,protein-coding,ENSG00000197757,2178
693200,MIR615,microRNA 615,ncRNA,ENSG00000207571,96
440101,FLJ12825,uncharacterized LOC440101,ncRNA,ENSG00000248265,3942
100240735,LOC100240735,uncharacterized LOC100240735,ncRNA,ENSG00000291180,905
100240734,LOC100240734,uncharacterized LOC100240734,ncRNA,,491
23583,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1,protein-coding,ENSG00000123415,3882
400043,LINC02381,long intergenic non-protein coding RNA 2381,ncRNA,ENSG00000250742,1396
105369776,SMUG1-AS1,SMUG1 antisense RNA 1,ncRNA,,3361
102724030,LOC102724030,uncharacterized LOC102724030,ncRNA,,1700
105369777,LOC105369777,uncharacterized LOC105369777,ncRNA,,1752
23468,CBX5,chromobox 5,protein-coding,ENSG00000094916,11863
100616400,MIR3198-2,microRNA 3198-2,ncRNA,ENSG00000283803,80
112935960,SCAT2,S-phase cancer associated transcript 2,ncRNA,ENSG00000257596,735
3178,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1,protein-coding,ENSG00000135486,3744
4778,NFE2,"nuclear factor, erythroid 2",protein-coding,ENSG00000123405,2135
22818,COPZ1,COPI coat complex subunit zeta 1,protein-coding,ENSG00000111481,3568
442892,MIR148B,microRNA 148b,ncRNA,ENSG00000199122,99
102724050,GPR84-AS1,"GPR84, ZNF385A, ITGA5 and GTSF1 antisense RNA 1",ncRNA,ENSG00000258137,1206
53831,GPR84,G protein-coupled receptor 84,protein-coding,ENSG00000139572,2247
25946,ZNF385A,zinc finger protein 385A,protein-coding,ENSG00000161642,3481
3678,ITGA5,integrin subunit alpha 5,protein-coding,ENSG00000161638,4319
121355,GTSF1,gametocyte specific factor 1,protein-coding,ENSG00000170627,1506
3071,NCKAP1L,NCK associated protein 1 like,protein-coding,ENSG00000123338,9038
5153,PDE1B,phosphodiesterase 1B,protein-coding,ENSG00000123360,4661
5502,PPP1R1A,protein phosphatase 1 regulatory inhibitor subunit 1A,protein-coding,ENSG00000135447,1828
644076,GLYCAM1,glycosylation dependent cell adhesion molecule 1 (pseudogene),pseudo,ENSG00000257780,781
90070,LACRT,lacritin,protein-coding,ENSG00000135413,552
117159,DCD,dermcidin,protein-coding,ENSG00000161634,583
118430,MUCL1,mucin like 1,protein-coding,ENSG00000172551,485
9840,TESPA1,"thymocyte expressed, positive selection associated 1",protein-coding,ENSG00000135426,10806
107984515,LOC107984515,uncharacterized LOC107984515,ncRNA,,1406
58158,NEUROD4,neuronal differentiation 4,protein-coding,ENSG00000123307,3927
101927484,LOC101927484,uncharacterized LOC101927484,ncRNA,,1349
441639,OR9K2,olfactory receptor family 9 subfamily K member 2,protein-coding,ENSG00000170605,1008
121364,OR10A7,olfactory receptor family 10 subfamily A member 7,protein-coding,ENSG00000179919,951
254783,OR6C74,olfactory receptor family 6 subfamily C member 74,protein-coding,ENSG00000197706,1020
283365,OR6C6,olfactory receptor family 6 subfamily C member 6,protein-coding,ENSG00000188324,945
390321,OR6C1,olfactory receptor family 6 subfamily C member 1,protein-coding,ENSG00000205330,939
254786,OR6C3,olfactory receptor family 6 subfamily C member 3,protein-coding,ENSG00000205329,936
390323,OR6C75,olfactory receptor family 6 subfamily C member 75,protein-coding,ENSG00000187857,939
403282,OR6C65,olfactory receptor family 6 subfamily C member 65,protein-coding,ENSG00000205328,939
390326,OR6C76,olfactory receptor family 6 subfamily C member 76,protein-coding,ENSG00000185821,939
341416,OR6C2,olfactory receptor family 6 subfamily C member 2,protein-coding,ENSG00000179695,939
390327,OR6C70,olfactory receptor family 6 subfamily C member 70,protein-coding,ENSG00000184954,939
403284,OR6C68,olfactory receptor family 6 subfamily C member 68,protein-coding,ENSG00000205327,939
341418,OR6C4,olfactory receptor family 6 subfamily C member 4,protein-coding,ENSG00000179626,930
121129,OR2AP1,olfactory receptor family 2 subfamily AP member 1,protein-coding,ENSG00000179615,930
121130,OR10P1,olfactory receptor family 10 subfamily P member 1,protein-coding,ENSG00000175398,942
196410,METTL7B,methyltransferase like 7B,protein-coding,ENSG00000170439,1316
3679,ITGA7,integrin subunit alpha 7,protein-coding,ENSG00000135424,4879
100528022,BLOC1S1-RDH5,BLOC1S1-RDH5 readthrough,ncRNA,,1213
2647,BLOC1S1,biogenesis of lysosomal organelles complex 1 subunit 1,protein-coding,ENSG00000135441,1004
5959,RDH5,retinol dehydrogenase 5,protein-coding,ENSG00000135437,1316
967,CD63,CD63 molecule,protein-coding,ENSG00000135404,2060
105369779,CD63-AS1,CD63 antisense RNA 1,ncRNA,,1453
10220,GDF11,growth differentiation factor 11,protein-coding,ENSG00000135414,8801
84324,SARNP,SAP domain containing ribonucleoprotein,protein-coding,ENSG00000205323,1308
29095,ORMDL2,ORMDL sphingolipid biosynthesis regulator 2,protein-coding,ENSG00000123353,2019
85406,DNAJC14,DnaJ heat shock protein family (Hsp40) member C14,protein-coding,ENSG00000135392,3330
440104,TMEM198B,transmembrane protein 198B (pseudogene),pseudo,ENSG00000182796,3502
4327,MMP19,matrix metallopeptidase 19,protein-coding,ENSG00000123342,3377
84305,PYM1,"PYM homolog 1, exon junction complex associated factor",protein-coding,ENSG00000170473,1257
1606,DGKA,diacylglycerol kinase alpha,protein-coding,ENSG00000065357,4533
6490,PMEL,premelanosome protein,protein-coding,ENSG00000185664,2202
1017,CDK2,cyclin dependent kinase 2,protein-coding,ENSG00000123374,2384
5869,RAB5B,"RAB5B, member RAS oncogene family",protein-coding,ENSG00000111540,5731
6821,SUOX,sulfite oxidase,protein-coding,ENSG00000139531,7460
64375,IKZF4,IKAROS family zinc finger 4,protein-coding,ENSG00000123411,8166
105369781,LOC105369781,uncharacterized LOC105369781,ncRNA,,383
105369780,LOC105369780,,,,2149
6231,RPS26,ribosomal protein S26,protein-coding,ENSG00000197728,1140
2065,ERBB3,erb-b2 receptor tyrosine kinase 3,protein-coding,ENSG00000065361,6193
105369782,LOC105369782,uncharacterized LOC105369782,ncRNA,,1546
5036,PA2G4,proliferation-associated 2G4,protein-coding,ENSG00000170515,2386
6171,RPL41,ribosomal protein L41,protein-coding,ENSG00000229117,676
84872,ZC3H10,zinc finger CCCH-type containing 10,protein-coding,ENSG00000135482,7612
23344,ESYT1,extended synaptotagmin 1,protein-coding,ENSG00000139641,4277
107987175,LOC107987175,replaced by ID 140465,,,1095
140465,MYL6B,myosin light chain 6B,protein-coding,ENSG00000196465,892
4637,MYL6,myosin light chain 6,protein-coding,ENSG00000092841,708
6601,SMARCC2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2",protein-coding,ENSG00000139613,5111
100189152,TRS-CGA4-1,tRNA-Ser (anticodon CGA) 4-1,tRNA,,82
107984468,LOC107984468,uncharacterized LOC107984468,ncRNA,,958
10193,RNF41,ring finger protein 41,protein-coding,ENSG00000181852,6050
79035,NABP2,nucleic acid binding protein 2,protein-coding,ENSG00000139579,1813
283375,SLC39A5,solute carrier family 39 member 5,protein-coding,ENSG00000139540,2162
283373,ANKRD52,ankyrin repeat domain 52,protein-coding,ENSG00000139645,9148
93058,COQ10A,coenzyme Q10A,protein-coding,ENSG00000135469,1678
1431,CS,citrate synthase,protein-coding,ENSG00000062485,2915
10330,CNPY2,canopy FGF signaling regulator 2,protein-coding,ENSG00000257727,2187
112268098,CNPY2-AS1,CNPY2 antisense RNA 1,ncRNA,,367
9924,PAN2,poly(A) specific ribonuclease subunit PAN2,protein-coding,ENSG00000135473,5480
51561,IL23A,interleukin 23 subunit alpha,protein-coding,ENSG00000110944,1229
6773,STAT2,signal transducer and activator of transcription 2,protein-coding,ENSG00000170581,5371
319,APOF,apolipoprotein F,protein-coding,ENSG00000175336,1750
8914,TIMELESS,timeless circadian regulator,protein-coding,ENSG00000111602,5158
4284,MIP,major intrinsic protein of lens fiber,protein-coding,ENSG00000135517,2968
283377,SPRYD4,SPRY domain containing 4,protein-coding,ENSG00000176422,10769
27165,GLS2,glutaminase 2,protein-coding,ENSG00000135423,2826
106635541,SNORA105C,"small nucleolar RNA, H/ACA box 105C",snoRNA,,116
5939,RBMS2,RNA binding motif single stranded interacting protein 2,protein-coding,ENSG00000076067,10256
11176,BAZ2A,bromodomain adjacent to zinc finger domain 2A,protein-coding,ENSG00000076108,9584
506,ATP5F1B,ATP synthase F1 subunit beta,protein-coding,ENSG00000110955,1759
692090,SNORD59B,"small nucleolar RNA, C/D box 59B",snoRNA,,75
26789,SNORD59A,"small nucleolar RNA, C/D box 59A",snoRNA,ENSG00000207031,75
10728,PTGES3,prostaglandin E synthase 3,protein-coding,ENSG00000110958,4736
4666,NACA,nascent polypeptide associated complex subunit alpha,protein-coding,ENSG00000196531,6947
5557,PRIM1,DNA primase subunit 1,protein-coding,ENSG00000198056,1423
8630,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6,protein-coding,ENSG00000025423,1892
121214,SDR9C7,short chain dehydrogenase/reductase family 9C member 7,protein-coding,ENSG00000170426,1789
8608,RDH16,retinol dehydrogenase 16,protein-coding,ENSG00000139547,3464
11318,GPR182,G protein-coupled receptor 182,protein-coding,ENSG00000166856,4313
9880,ZBTB39,zinc finger and BTB domain containing 39,protein-coding,ENSG00000166860,6268
6866,TAC3,tachykinin precursor 3,protein-coding,ENSG00000166863,1079
4640,MYO1A,myosin IA,protein-coding,ENSG00000166866,4241
23306,NEMP1,nuclear envelope integral membrane protein 1,protein-coding,ENSG00000166881,6844
4665,NAB2,NGFI-A binding protein 2,protein-coding,ENSG00000166886,2491
6778,STAT6,signal transducer and activator of transcription 6,protein-coding,ENSG00000166888,4436
4035,LRP1,LDL receptor related protein 1,protein-coding,ENSG00000123384,15072
105751187,LRP1-AS,LRP1 antisense RNA,ncRNA,ENSG00000259125,879
100302201,MIR1228,microRNA 1228,ncRNA,ENSG00000221365,73
11247,NXPH4,neurexophilin 4,protein-coding,ENSG00000182379,1805
6472,SHMT2,serine hydroxymethyltransferase 2,protein-coding,ENSG00000182199,2681
56901,NDUFA4L2,NDUFA4 mitochondrial complex associated like 2,protein-coding,ENSG00000185633,1188
246329,STAC3,SH3 and cysteine rich domain 3,protein-coding,ENSG00000185482,1914
22864,R3HDM2,R3H domain containing 2,protein-coding,ENSG00000179912,6801
3626,INHBC,inhibin subunit beta C,protein-coding,ENSG00000175189,3202
83729,INHBE,inhibin subunit beta E,protein-coding,ENSG00000139269,2460
2735,GLI1,GLI family zinc finger 1,protein-coding,ENSG00000111087,4452
64333,ARHGAP9,Rho GTPase activating protein 9,protein-coding,ENSG00000123329,3771
4141,MARS1,methionyl-tRNA synthetase 1,protein-coding,ENSG00000166986,3053
102465454,MIR6758,microRNA 6758,ncRNA,ENSG00000284152,63
1649,DDIT3,DNA damage inducible transcript 3,protein-coding,ENSG00000175197,1178
693201,MIR616,microRNA 616,ncRNA,ENSG00000208028,97
114785,MBD6,methyl-CpG binding domain protein 6,protein-coding,ENSG00000166987,4893
10540,DCTN2,dynactin subunit 2,protein-coding,ENSG00000175203,2847
3798,KIF5A,kinesin family member 5A,protein-coding,ENSG00000155980,6255
79837,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,protein-coding,ENSG00000166908,3351
196403,DTX3,deltex E3 ubiquitin ligase 3,protein-coding,ENSG00000178498,3181
115557,ARHGEF25,Rho guanine nucleotide exchange factor 25,protein-coding,ENSG00000240771,3010
101927583,LOC101927583,uncharacterized LOC101927583,ncRNA,,2444
65012,SLC26A10P,"solute carrier family 26 member 10, pseudogene",pseudo,ENSG00000135502,2409
2583,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyltransferase 1",protein-coding,ENSG00000135454,6949
10956,OS9,OS9 endoplasmic reticulum lectin,protein-coding,ENSG00000135506,2862
116986,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",protein-coding,ENSG00000135439,6786
100130776,AGAP2-AS1,AGAP2 antisense RNA 1,ncRNA,ENSG00000255737,1531
6302,TSPAN31,tetraspanin 31,protein-coding,ENSG00000135452,3765
1019,CDK4,cyclin dependent kinase 4,protein-coding,ENSG00000135446,1865
102466729,MIR6759,microRNA 6759,ncRNA,ENSG00000283621,65
92979,MARCHF9,membrane associated ring-CH-type finger 9,protein-coding,ENSG00000139266,2981
1594,CYP27B1,cytochrome P450 family 27 subfamily B member 1,protein-coding,ENSG00000111012,2372
4234,METTL1,"methyltransferase 1, tRNA methylguanosine",protein-coding,ENSG00000037897,1535
25895,EEF1AKMT3,EEF1A lysine methyltransferase 3,protein-coding,ENSG00000123427,2826
10102,TSFM,"Ts translation elongation factor, mitochondrial",protein-coding,ENSG00000123297,2404
10677,AVIL,advillin,protein-coding,ENSG00000135407,4361
10106,CTDSP2,CTD small phosphatase 2,protein-coding,ENSG00000175215,8028
407016,MIR26A2,microRNA 26a-2,ncRNA,ENSG00000207789,84
105369783,LOC105369783,uncharacterized LOC105369783,ncRNA,,2093
283387,LOC283387,uncharacterized LOC283387,ncRNA,ENSG00000245651,3507
101927608,LOC101927608,uncharacterized LOC101927608,ncRNA,,2269
100506844,GIHCG,GIHCG inhibitor of miR-200b/200a/429 expression,ncRNA,ENSG00000257698,699
91419,ATP23,ATP23 metallopeptidase and ATP synthase assembly factor homolog,protein-coding,ENSG00000166896,3451
105369784,LOC105369784,uncharacterized LOC105369784,ncRNA,,1130
105369785,LINC02403,long intergenic non-protein coding RNA 2403,ncRNA,ENSG00000257541,484
105369786,LOC105369786,uncharacterized LOC105369786,ncRNA,,1186
105369787,LOC105369787,endogenous retrovirus group K member 21 Env polyprotein,protein-coding,,120
105369788,LOC105369788,uncharacterized LOC105369788,ncRNA,,1308
105369789,LOC105369789,uncharacterized LOC105369789,ncRNA,,1571
101927653,LINC02388,long intergenic non-protein coding RNA 2388,ncRNA,ENSG00000257259,1976
100506869,LOC100506869,uncharacterized LOC100506869,ncRNA,ENSG00000258231,423
121227,LRIG3,leucine rich repeats and immunoglobulin like domains 3,protein-coding,ENSG00000139263,4405
105369791,LRIG3-DT,LRIG3 divergent transcript,ncRNA,,8165
105369792,LINC02448,long intergenic non-protein coding RNA 2448,ncRNA,,692
9194,SLC16A7,solute carrier family 16 member 7,protein-coding,ENSG00000118596,14558
105369793,LOC105369793,uncharacterized LOC105369793,ncRNA,,1234
338811,TAFA2,TAFA chemokine like family member 2,protein-coding,ENSG00000198673,5964
9958,USP15,ubiquitin specific peptidase 15,protein-coding,ENSG00000135655,18607
102465133,MIR6125,microRNA 6125,ncRNA,ENSG00000284360,96
23041,MON2,"MON2 homolog, regulator of endosome-to-Golgi trafficking",protein-coding,ENSG00000061987,13554
283416,LINC01465,long intergenic non-protein coding RNA 1465,ncRNA,ENSG00000221949,1684
406891,MIRLET7I,microRNA let-7i,ncRNA,ENSG00000199179,84
57460,PPM1H,"protein phosphatase, Mg2+/Mn2+ dependent 1H",protein-coding,ENSG00000111110,8148
105369795,LOC105369795,uncharacterized LOC105369795,ncRNA,,1690
552,AVPR1A,arginine vasopressin receptor 1A,protein-coding,ENSG00000166148,6222
105369797,LOC105369797,uncharacterized LOC105369797,ncRNA,,358
283417,DPY19L2,dpy-19 like 2,protein-coding,ENSG00000177990,14193
10329,RXYLT1,ribitol xylosyltransferase 1,protein-coding,ENSG00000118600,2473
104169670,RXYLT1-AS1,RXYLT1 antisense RNA 1,ncRNA,ENSG00000255850,563
113218505,MIR10527,microRNA 10527,ncRNA,,65
57522,SRGAP1,SLIT-ROBO Rho GTPase activating protein 1,protein-coding,ENSG00000196935,28478
105369801,LOC105369801,uncharacterized LOC105369801,ncRNA,,6455
105369798,LOC105369798,uncharacterized LOC105369798,ncRNA,,318
144577,KICS2,KICSTOR subunit 2,protein-coding,ENSG00000174206,5500
115749,C12orf56,chromosome 12 open reading frame 56,protein-coding,ENSG00000185306,4731
11260,XPOT,exportin for tRNA,protein-coding,ENSG00000184575,6662
29110,TBK1,TANK binding kinase 1,protein-coding,ENSG00000183735,3539
105369803,LOC105369803,uncharacterized LOC105369803,ncRNA,,1920
107984521,LOC107984521,uncharacterized LOC107984521,ncRNA,,582
105369804,RASSF3-DT,RASSF3 divergent transcript,ncRNA,,1184
283349,RASSF3,Ras association domain family member 3,protein-coding,ENSG00000153179,3741
100500856,MIR548Z,microRNA 548z,ncRNA,ENSG00000266016,97
693129,MIR548C,microRNA 548c,ncRNA,ENSG00000207546,97
2799,GNS,glucosamine (N-acetyl)-6-sulfatase,protein-coding,ENSG00000135677,5081
23329,TBC1D30,TBC1 domain family member 30,protein-coding,ENSG00000111490,9019
400046,LINC02389,long intergenic non-protein coding RNA 2389,ncRNA,ENSG00000255693,3166
109729131,LINC02231,long intergenic non-protein coding RNA 2231,ncRNA,ENSG00000248995,460
107984522,LOC107984522,uncharacterized LOC107984522,ncRNA,,1571
11197,WIF1,WNT inhibitory factor 1,protein-coding,ENSG00000156076,1977
23592,LEMD3,LEM domain containing 3,protein-coding,ENSG00000174106,4780
253827,MSRB3,methionine sulfoxide reductase B3,protein-coding,ENSG00000174099,5323
100507065,MSRB3-AS1,MSRB3 antisense RNA 1,ncRNA,,2513
105369809,LOC105369809,uncharacterized LOC105369809,ncRNA,,2434
105369187,LOC105369187,uncharacterized LOC105369187,ncRNA,ENSG00000250748,725
105369808,LOC105369808,uncharacterized LOC105369808,ncRNA,,972
105369807,LINC02454,long intergenic non-protein coding RNA 2454,ncRNA,,611
105369806,LOC105369806,uncharacterized LOC105369806,ncRNA,,638
204010,RPSAP52,ribosomal protein SA pseudogene 52,pseudo,ENSG00000241749,1144
8091,HMGA2,high mobility group AT-hook 2,protein-coding,ENSG00000149948,6062
100129940,HMGA2-AS1,HMGA2 antisense RNA 1,ncRNA,ENSG00000197301,6304
102464827,MIR6074,microRNA 6074,ncRNA,ENSG00000276878,107
105369810,LINC02425,long intergenic non-protein coding RNA 2425,ncRNA,ENSG00000256259,376
84298,LLPH,"LLP homolog, long-term synaptic facilitation factor",protein-coding,ENSG00000139233,7728
103625681,LLPH-DT,LLPH divergent transcript,ncRNA,ENSG00000239335,623
51643,TMBIM4,transmembrane BAX inhibitor motif containing 4,protein-coding,ENSG00000155957,2003
11213,IRAK3,interleukin 1 receptor associated kinase 3,protein-coding,ENSG00000090376,8328
102465249,MIR6502,microRNA 6502,ncRNA,ENSG00000284011,76
92797,HELB,DNA helicase B,protein-coding,ENSG00000127311,3749
23426,GRIP1,glutamate receptor interacting protein 1,protein-coding,ENSG00000155974,9152
105369811,LOC105369811,uncharacterized LOC105369811,ncRNA,,888
102724421,LOC102724421,uncharacterized LOC102724421,ncRNA,ENSG00000257083,508
55832,CAND1,cullin associated and neddylation dissociated 1,protein-coding,ENSG00000111530,11413
105369813,LOC105369813,uncharacterized LOC105369813,ncRNA,,1956
105369812,LOC105369812,uncharacterized LOC105369812,ncRNA,,5387
102724433,LINC02420,long intergenic non-protein coding RNA 2420,ncRNA,ENSG00000256172,741
100507175,LINC02408,long intergenic non-protein coding RNA 2408,ncRNA,ENSG00000203585,1771
105369815,LINC02442,long intergenic non-protein coding RNA 2442,ncRNA,,603
8445,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2,protein-coding,ENSG00000127334,9631
105369816,LOC105369816,uncharacterized LOC105369816,ncRNA,,5395
101927901,LINC02421,long intergenic non-protein coding RNA 2421,ncRNA,ENSG00000255970,3135
107984531,LOC107984531,,,,5571
107984526,LOC107984526,,,,12404
101927922,LINC01479,long intergenic non-protein coding RNA 1479,ncRNA,ENSG00000255772,472
100885789,IFNG-AS1,IFNG antisense RNA 1,ncRNA,ENSG00000255733,1909
3458,IFNG,interferon gamma,protein-coding,ENSG00000111537,1211
105369818,LOC105369818,uncharacterized LOC105369818,ncRNA,,2392
55801,IL26,interleukin 26,protein-coding,ENSG00000111536,1066
50616,IL22,interleukin 22,protein-coding,ENSG00000127318,1165
56890,MDM1,Mdm1 nuclear protein,protein-coding,ENSG00000111554,6983
105369819,LOC105369819,uncharacterized LOC105369819,ncRNA,,4120
100507195,LINC02384,long intergenic non-protein coding RNA 2384,ncRNA,,574
5908,RAP1B,"RAP1B, member of RAS oncogene family",protein-coding,ENSG00000127314,13387
100379132,SNORA70G,"small nucleolar RNA, H/ACA box 70G",snoRNA,ENSG00000206650,142
100507250,LOC100507250,uncharacterized LOC100507250,ncRNA,ENSG00000247363,1729
57122,NUP107,nucleoporin 107,protein-coding,ENSG00000111581,6248
55508,SLC35E3,solute carrier family 35 member E3,protein-coding,ENSG00000175782,18244
105369820,LOC105369820,,,,2544
100130075,SZRD1P1,SZRD1 pseudogene 1,pseudo,,1058
4193,MDM2,MDM2 proto-oncogene,protein-coding,ENSG00000135679,12793
1368,CPM,carboxypeptidase M,protein-coding,ENSG00000135678,6867
107984471,LOC107984471,uncharacterized LOC107984471,ncRNA,,1140
11052,CPSF6,cleavage and polyadenylation specific factor 6,protein-coding,ENSG00000111605,6699
100302182,MIR1279,microRNA 1279,ncRNA,ENSG00000283476,62
4069,LYZ,lysozyme,protein-coding,ENSG00000090382,1490
8089,YEATS4,YEATS domain containing 4,protein-coding,ENSG00000127337,6665
105369822,LINC02373,long intergenic non-protein coding RNA 2373,ncRNA,,718
10818,FRS2,fibroblast growth factor receptor substrate 2,protein-coding,ENSG00000166225,7306
109623461,SNORA113,"small nucleolar RNA, H/ACA box 113",snoRNA,,154
100500903,MIR3913-1,microRNA 3913-1,ncRNA,ENSG00000264405,102
100500868,MIR3913-2,microRNA 3913-2,ncRNA,ENSG00000283677,100
10576,CCT2,chaperonin containing TCP1 subunit 2,protein-coding,ENSG00000166226,2037
376132,LRRC10,leucine rich repeat containing 10,protein-coding,ENSG00000198812,2344
105369823,LOC105369823,uncharacterized LOC105369823,ncRNA,,882
144453,BEST3,bestrophin 3,protein-coding,ENSG00000127325,6458
101928002,LOC101928002,uncharacterized LOC101928002,ncRNA,ENSG00000247131,2768
117177,RAB3IP,RAB3A interacting protein,protein-coding,ENSG00000127328,13297
196446,MYRFL,myelin regulatory factor like,protein-coding,ENSG00000166268,6945
105369826,LINC02821,long intergenic non-protein coding RNA 2821,ncRNA,,2322
101928062,PRANCR,progenitor renewal associated non-coding RNA,ncRNA,ENSG00000257815,1340
4848,CNOT2,CCR4-NOT transcription complex subunit 2,protein-coding,ENSG00000111596,5368
27345,KCNMB4,potassium calcium-activated channel subfamily M regulatory beta subunit 4,protein-coding,ENSG00000135643,9490
105369827,LOC105369827,replaced by ID 105369828,,,704
5787,PTPRB,protein tyrosine phosphatase receptor type B,protein-coding,ENSG00000127329,13308
105369828,LOC105369828,uncharacterized LOC105369828,ncRNA,,4579
5801,PTPRR,protein tyrosine phosphatase receptor type R,protein-coding,ENSG00000153233,4820
7103,TSPAN8,tetraspanin 8,protein-coding,ENSG00000127324,1180
105369831,LOC105369831,uncharacterized LOC105369831,ncRNA,,924
105369832,LOC105369832,uncharacterized LOC105369832,ncRNA,,470
8549,LGR5,leucine rich repeat containing G protein-coupled receptor 5,protein-coding,ENSG00000139292,4867
105369833,LOC105369833,uncharacterized LOC105369833,ncRNA,,2112
196441,ZFC3H1,zinc finger C3H1-type containing,protein-coding,ENSG00000133858,7037
107984529,LOC107984529,,,,697
83591,THAP2,THAP domain containing 2,protein-coding,ENSG00000173451,4432
55266,TMEM19,transmembrane protein 19,protein-coding,ENSG00000139291,5662
107984530,LOC107984530,uncharacterized LOC107984530,ncRNA,,273
23011,RAB21,"RAB21, member RAS oncogene family",protein-coding,ENSG00000080371,15558
64786,TBC1D15,TBC1 domain family member 15,protein-coding,ENSG00000121749,6695
729633,MRS2P2,MRS2 pseudogene 2,pseudo,,2692
121278,TPH2,tryptophan hydroxylase 2,protein-coding,ENSG00000139287,4734
29953,TRHDE,thyrotropin releasing hormone degrading enzyme,protein-coding,ENSG00000072657,10052
283392,TRHDE-AS1,TRHDE antisense RNA 1,ncRNA,,6030
105369838,LOC105369838,uncharacterized LOC105369838,ncRNA,,899
101928137,LINC02444,long intergenic non-protein coding RNA 2444,ncRNA,ENSG00000258123,1256
105369839,LOC105369839,uncharacterized LOC105369839,ncRNA,,393
105369840,LINC02445,long intergenic non-protein coding RNA 2445,ncRNA,,1041
105369841,LINC02394,long intergenic non-protein coding RNA 2394,ncRNA,,514
100507377,LINC02882,long intergenic non-protein coding RNA 2882,ncRNA,ENSG00000251138,741
107987178,LOC107987178,uncharacterized LOC107987178,ncRNA,,1083
552889,ATXN7L3B,ataxin 7 like 3B,protein-coding,ENSG00000253719,7596
101929967,LOC101929967,uncharacterized LOC101929967,ncRNA,,687
105369842,LOC105369842,uncharacterized LOC105369842,ncRNA,,5649
105369843,LOC105369843,uncharacterized LOC105369843,ncRNA,,2122
3747,KCNC2,potassium voltage-gated channel subfamily C member 2,protein-coding,ENSG00000166006,6679
100130268,LOC100130268,uncharacterized LOC100130268,ncRNA,ENSG00000254451,1751
107983975,CAPS2-AS1,CAPS2 antisense RNA 1,ncRNA,,1026
84698,CAPS2,calcyphosine 2,protein-coding,ENSG00000180881,5929
256710,GLIPR1L1,GLIPR1 like 1,protein-coding,ENSG00000173401,4274
144321,GLIPR1L2,GLIPR1 like 2,protein-coding,ENSG00000180481,4008
11010,GLIPR1,GLI pathogenesis related 1,protein-coding,ENSG00000139278,5884
11103,KRR1,KRR1 small subunit processome component homolog,protein-coding,ENSG00000111615,10104
